"","sample","Family_ncbi","Order_ncbi","reads","Method","Island","Year","ID","Date.Collected","Size","Extract..Date","Sterilized","Source"
"184","HEV109","Blattidae","Blattodea",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"185","HEV109","Bombyliidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"186","HEV109","Buthidae","Scorpiones",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"187","HEV109","Chironomidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"188","HEV109","Culicidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"189","HEV109","Ectobiidae","Blattodea",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"190","HEV109","Libellulidae","Odonata",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"191","HEV109","Limoniidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"192","HEV109","Mecistocephalidae","Geophilomorpha",27,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"193","HEV109","Mogoplistidae","Orthoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"194","HEV109","Neptuculidae","Lepidoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"195","HEV109","Oecophoridae","Lepidoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"196","HEV109","Pholcidae","Araneae",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"197","HEV109","Platystomatidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"198","HEV109","Salticidae","Araneae",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"199","HEV109","Tettigoniidae","Orthoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"200","HEV109","Xiphydriidae","Hymenoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"201","HEV110","Acrididae","Orthoptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"202","HEV110","Anisolabididae","Dermaptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"203","HEV110","Blaberidae","Blattodea",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"204","HEV110","Blattidae","Blattodea",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"205","HEV110","Bombyliidae","Diptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"206","HEV110","Buthidae","Scorpiones",4,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"207","HEV110","Chironomidae","Diptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"208","HEV110","Culicidae","Diptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"209","HEV110","Ectobiidae","Blattodea",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"210","HEV110","Libellulidae","Odonata",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"211","HEV110","Limoniidae","Diptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"212","HEV110","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"213","HEV110","Mogoplistidae","Orthoptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"214","HEV110","Neptuculidae","Lepidoptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"215","HEV110","Oecophoridae","Lepidoptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"216","HEV110","Pholcidae","Araneae",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"217","HEV110","Platystomatidae","Diptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"218","HEV110","Salticidae","Araneae",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"219","HEV110","Tettigoniidae","Orthoptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"220","HEV110","Xiphydriidae","Hymenoptera",0,"Hand","Holei 10",2015,"Heteropoda venatoria","",9.8,"10/28/19","NS","FIELD"
"221","HEV111","Acrididae","Orthoptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"222","HEV111","Anisolabididae","Dermaptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"223","HEV111","Blaberidae","Blattodea",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"224","HEV111","Blattidae","Blattodea",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"225","HEV111","Bombyliidae","Diptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"226","HEV111","Buthidae","Scorpiones",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"227","HEV111","Chironomidae","Diptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"228","HEV111","Culicidae","Diptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"229","HEV111","Ectobiidae","Blattodea",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"230","HEV111","Libellulidae","Odonata",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"231","HEV111","Limoniidae","Diptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"232","HEV111","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"233","HEV111","Mogoplistidae","Orthoptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"234","HEV111","Neptuculidae","Lepidoptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"235","HEV111","Oecophoridae","Lepidoptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"236","HEV111","Pholcidae","Araneae",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"237","HEV111","Platystomatidae","Diptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"238","HEV111","Salticidae","Araneae",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"239","HEV111","Tettigoniidae","Orthoptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"240","HEV111","Xiphydriidae","Hymenoptera",0,"Hand","Holei 11",2015,"Heteropoda venatoria","",7.4,"10/28/19","NS","FIELD"
"241","HEV65","Acrididae","Orthoptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"242","HEV65","Anisolabididae","Dermaptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"243","HEV65","Blaberidae","Blattodea",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"244","HEV65","Blattidae","Blattodea",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"245","HEV65","Bombyliidae","Diptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"246","HEV65","Buthidae","Scorpiones",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"247","HEV65","Chironomidae","Diptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"248","HEV65","Culicidae","Diptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"249","HEV65","Ectobiidae","Blattodea",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"250","HEV65","Libellulidae","Odonata",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"251","HEV65","Limoniidae","Diptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"252","HEV65","Mecistocephalidae","Geophilomorpha",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"253","HEV65","Mogoplistidae","Orthoptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"254","HEV65","Neptuculidae","Lepidoptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"255","HEV65","Oecophoridae","Lepidoptera",14,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"256","HEV65","Pholcidae","Araneae",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"257","HEV65","Platystomatidae","Diptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"258","HEV65","Salticidae","Araneae",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"259","HEV65","Tettigoniidae","Orthoptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"260","HEV65","Xiphydriidae","Hymenoptera",0,"Hand","Fern 5",2016,"Heteropoda venatoria","",22.6,"10/23/18","SS","FIELD"
"261","HEV66","Acrididae","Orthoptera",1,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"262","HEV66","Anisolabididae","Dermaptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"263","HEV66","Blaberidae","Blattodea",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"264","HEV66","Blattidae","Blattodea",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"265","HEV66","Bombyliidae","Diptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"266","HEV66","Buthidae","Scorpiones",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"267","HEV66","Chironomidae","Diptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"268","HEV66","Culicidae","Diptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"269","HEV66","Ectobiidae","Blattodea",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"270","HEV66","Libellulidae","Odonata",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"271","HEV66","Limoniidae","Diptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"272","HEV66","Mecistocephalidae","Geophilomorpha",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"273","HEV66","Mogoplistidae","Orthoptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"274","HEV66","Neptuculidae","Lepidoptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"275","HEV66","Oecophoridae","Lepidoptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"276","HEV66","Pholcidae","Araneae",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"277","HEV66","Platystomatidae","Diptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"278","HEV66","Salticidae","Araneae",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"279","HEV66","Tettigoniidae","Orthoptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"280","HEV66","Xiphydriidae","Hymenoptera",0,"Hand","Fern 4",2016,"Heteropoda venatoria","",17.2,"10/23/18","SS","FIELD"
"281","HEV67","Acrididae","Orthoptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"282","HEV67","Anisolabididae","Dermaptera",1,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"283","HEV67","Blaberidae","Blattodea",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"284","HEV67","Blattidae","Blattodea",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"285","HEV67","Bombyliidae","Diptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"286","HEV67","Buthidae","Scorpiones",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"287","HEV67","Chironomidae","Diptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"288","HEV67","Culicidae","Diptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"289","HEV67","Ectobiidae","Blattodea",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"290","HEV67","Libellulidae","Odonata",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"291","HEV67","Limoniidae","Diptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"292","HEV67","Mecistocephalidae","Geophilomorpha",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"293","HEV67","Mogoplistidae","Orthoptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"294","HEV67","Neptuculidae","Lepidoptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"295","HEV67","Oecophoridae","Lepidoptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"296","HEV67","Pholcidae","Araneae",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"297","HEV67","Platystomatidae","Diptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"298","HEV67","Salticidae","Araneae",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"299","HEV67","Tettigoniidae","Orthoptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"300","HEV67","Xiphydriidae","Hymenoptera",0,"Hand","Fern 10",2016,"Heteropoda venatoria","",19.1,"10/23/18","SS","FIELD"
"301","HEV68","Acrididae","Orthoptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"302","HEV68","Anisolabididae","Dermaptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"303","HEV68","Blaberidae","Blattodea",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"304","HEV68","Blattidae","Blattodea",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"305","HEV68","Bombyliidae","Diptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"306","HEV68","Buthidae","Scorpiones",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"307","HEV68","Chironomidae","Diptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"308","HEV68","Culicidae","Diptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"309","HEV68","Ectobiidae","Blattodea",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"310","HEV68","Libellulidae","Odonata",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"311","HEV68","Limoniidae","Diptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"312","HEV68","Mecistocephalidae","Geophilomorpha",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"313","HEV68","Mogoplistidae","Orthoptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"314","HEV68","Neptuculidae","Lepidoptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"315","HEV68","Oecophoridae","Lepidoptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"316","HEV68","Pholcidae","Araneae",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"317","HEV68","Platystomatidae","Diptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"318","HEV68","Salticidae","Araneae",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"319","HEV68","Tettigoniidae","Orthoptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"320","HEV68","Xiphydriidae","Hymenoptera",0,"Hand","Fern 7",2016,"Heteropoda venatoria","",13.2,"10/23/18","SS","FIELD"
"321","HEV70","Acrididae","Orthoptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"322","HEV70","Anisolabididae","Dermaptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"323","HEV70","Blaberidae","Blattodea",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"324","HEV70","Blattidae","Blattodea",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"325","HEV70","Bombyliidae","Diptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"326","HEV70","Buthidae","Scorpiones",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"327","HEV70","Chironomidae","Diptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"328","HEV70","Culicidae","Diptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"329","HEV70","Ectobiidae","Blattodea",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"330","HEV70","Libellulidae","Odonata",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"331","HEV70","Limoniidae","Diptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"332","HEV70","Mecistocephalidae","Geophilomorpha",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"333","HEV70","Mogoplistidae","Orthoptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"334","HEV70","Neptuculidae","Lepidoptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"335","HEV70","Oecophoridae","Lepidoptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"336","HEV70","Pholcidae","Araneae",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"337","HEV70","Platystomatidae","Diptera",9,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"338","HEV70","Salticidae","Araneae",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"339","HEV70","Tettigoniidae","Orthoptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"340","HEV70","Xiphydriidae","Hymenoptera",0,"Hand","Fern 8",2016,"Heteropoda venatoria","",17.7,"10/23/18","SS","FIELD"
"341","HEV71","Acrididae","Orthoptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"342","HEV71","Anisolabididae","Dermaptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"343","HEV71","Blaberidae","Blattodea",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"344","HEV71","Blattidae","Blattodea",329,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"345","HEV71","Bombyliidae","Diptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"346","HEV71","Buthidae","Scorpiones",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"347","HEV71","Chironomidae","Diptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"348","HEV71","Culicidae","Diptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"349","HEV71","Ectobiidae","Blattodea",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"350","HEV71","Libellulidae","Odonata",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"351","HEV71","Limoniidae","Diptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"352","HEV71","Mecistocephalidae","Geophilomorpha",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"353","HEV71","Mogoplistidae","Orthoptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"354","HEV71","Neptuculidae","Lepidoptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"355","HEV71","Oecophoridae","Lepidoptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"356","HEV71","Pholcidae","Araneae",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"357","HEV71","Platystomatidae","Diptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"358","HEV71","Salticidae","Araneae",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"359","HEV71","Tettigoniidae","Orthoptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"360","HEV71","Xiphydriidae","Hymenoptera",0,"Hand","Leslie 3",2016,"Heteropoda venatoria","",21.2,"10/23/18","SS","FIELD"
"361","HEV74","Acrididae","Orthoptera",0,"Hand","Leslie 11",2016,"Heteropoda venatoria","",19.5,"10/23/18","SS","FIELD"
"362","HEV74","Anisolabididae","Dermaptera",0,"Hand","Leslie 11",2016,"Heteropoda venatoria","",19.5,"10/23/18","SS","FIELD"
"363","HEV74","Blaberidae","Blattodea",0,"Hand","Leslie 11",2016,"Heteropoda venatoria","",19.5,"10/23/18","SS","FIELD"
"364","HEV74","Blattidae","Blattodea",0,"Hand","Leslie 11",2016,"Heteropoda venatoria","",19.5,"10/23/18","SS","FIELD"
"365","HEV74","Bombyliidae","Diptera",0,"Hand","Leslie 11",2016,"Heteropoda venatoria","",19.5,"10/23/18","SS","FIELD"
"366","HEV74","Buthidae","Scorpiones",0,"Hand","Leslie 11",2016,"Heteropoda venatoria","",19.5,"10/23/18","SS","FIELD"
"367","HEV74","Chironomidae","Diptera",0,"Hand","Leslie 11",2016,"Heteropoda venatoria","",19.5,"10/23/18","SS","FIELD"
"368","HEV74","Culicidae","Diptera",0,"Hand","Leslie 11",2016,"Heteropoda venatoria","",19.5,"10/23/18","SS","FIELD"
